STT,intent,question,answer,loai_muc_dich,chu_de_thong_bao
KH_461,dia_diem,Kế hoạch KH_461 của Trường Đại học Bình Dương được ban hành nhằm mục đích gì?,Kế hoạch KH_461 được ban hành nhằm triển khai thực hiện Quy chế công khai đối với cơ sở giáo dục và đào tạo thuộc hệ thống quốc dân năm học 2024-2025.,yeu_cau,null
KH_461,muc_dich,Kế hoạch KH_461 dựa trên các văn bản pháp lý nào?,Kế hoạch KH_461 được xây dựng dựa trên Thông tư số 36/2017/TT-BGDĐT và Công văn số 2274/BGDĐT-QLCL.,yeu_cau,null
KH_461,dia_diem,Mục tiêu chính của việc thực hiện Quy chế công khai tại Trường Đại học Bình Dương là gì?,"Mục tiêu là để người học, nhà tuyển dụng, các cơ quan quản lý Nhà nước và xã hội giám sát, đánh giá cơ sở giáo dục.",yeu_cau,null
KH_461,dia_diem,Đơn vị nào chịu trách nhiệm tổng hợp báo cáo và gửi về Ban Giám hiệu trong kế hoạch KH_461?,"Phòng Bảo đảm chất lượng và Khảo thí chịu trách nhiệm tổng hợp, báo cáo Ban Giám hiệu và gửi báo cáo Cục Quản lý chất lượng.",yeu_cau,null
KH_461,thoi_gian,Hạn cuối để các đơn vị gửi dữ liệu theo KH_461 là ngày nào?,Các đơn vị phải hoàn thành tổng hợp và cung cấp dữ liệu được phân công trước ngày 20/6/2024.,yeu_cau,null
KH_461,muc_dich,Các biểu mẫu trong KH_461 cần tuân thủ định dạng phông chữ và cỡ chữ như thế nào?,Biểu mẫu trong KH_461 yêu cầu sử dụng phông chữ Times New Roman và cỡ chữ 13.,yeu_cau,null
KH_461,doi_tuong,Đơn vị nào phụ trách công khai thông tin trên trang thông tin điện tử của Nhà trường theo KH_461?,Khoa Công nghệ thông tin – Robot và Trí tuệ nhân tạo phụ trách công khai thông tin trên trang thông tin điện tử của Nhà trường.,yeu_cau,null
KH_461,doi_tuong,"Thông tin học liệu như sách, tạp chí, e-book thuộc trách nhiệm công khai của đơn vị nào theo KH_461?","Trung tâm Lưu trữ – Thư viện chịu trách nhiệm công khai thông tin học liệu như sách, tạp chí, e-book.",yeu_cau,null
KH_461,thoi_gian,"Theo KH_461, dữ liệu công khai cần cung cấp của năm học nào?",Dữ liệu cần công khai theo KH_461 là dữ liệu của năm học 2023–2024.,yeu_cau,null
KH_461,muc_dich,Mục đích báo cáo định kỳ trong KH_461 nhằm phục vụ cơ quan nào?,Mục đích báo cáo định kỳ là để phục vụ Cục Quản lý chất lượng theo quy định.,yeu_cau,null
QD_1733,dia_diem,Quyết định số 1733 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Quyết định số 1733 của Trường Đại học Bình Dương được ban hành vào ngày 24 tháng 10 năm 2023.,thong_bao,chinh_sach
QD_1733,thoi_gian,Thời gian áp dụng quyết định 1733 là khi nào?,"Quyết định có hiệu lực từ ngày ký, tức vào ngày 04 tháng 10 năm 2023.",thong_bao,chinh_sach
QD_1733,dia_diem,Quyết định số 1733 của Trường Đại học Bình Dương điều chỉnh và bổ sung những nội dung gì?,"Quyết định số 1733 điều chỉnh và bổ sung hệ số học hàm - học vị, hệ số địa xa và hệ số giảng dạy bằng ngoại ngữ trong tính thù lao giảng dạy trình độ đại học của Trường Đại học Bình Dương.",thong_bao,chinh_sach
QD_1733,muc_dich,Mục đích của việc điều chỉnh hệ số học hàm - học vị trong Quyết định số 1733 là gì?,Mục đích là để cập nhật hệ số học hàm - học vị nhằm tính thù lao giảng dạy phù hợp với trình độ giảng viên của Trường Đại học Bình Dương.,thong_bao,chinh_sach
QD_1733,hoc_phi,"Theo Quyết định số 1733, hệ số mới cho Giáo sư Tiến sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số mới cho Giáo sư Tiến sĩ là 2.0.",thong_bao,chinh_sach
QD_1733,hoc_phi,"Theo Quyết định số 1733, Khi hoàn thành nhiệm vụ giảng dạy và nộp đầy đủ bảng điểm giữa kỳ, bảng điểm kết thúc môn học và hồ sơ môn học liên quan theo quy định, giảng viên sẽ được thanh toán phụ cấp địa xa.","Theo Quyết định số 1733, hệ số mới cho Phó Giáo sư Tiến sĩ là 1.9.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, hệ số mới cho Tiến sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số mới cho Tiến sĩ là 1.8.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, hệ số mới cho Thạc sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số mới cho Thạc sĩ là 1.3.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, hệ số mới cho Chuyên gia là bao nhiêu?","Theo Quyết định số 1733, hệ số mới cho Chuyên gia là 1.9.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, tôi ở  xa bao nhiêu kilomet thì được tính để nhận phụ cấp địa xa?","Theo Quyết định số 1733, giảng viên chính giảng có địa chỉ thường trú hoặc tạm trú cách Trường Đại học Bình Dương từ 25 kilomet trở lên sẽ được nhận phụ cấp địa xa.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, mức phụ cấp địa xa cho giảng viên là bao nhiêu?","Theo Quyết định số 1733, mức phụ cấp địa xa cho giảng viên là 100.000 đồng cho mỗi lượt đi và về.",thong_bao,chinh_sach
QD_1733,thoi_gian,"Theo Quyết định số 1733, khi nào giảng viên được thanh toán phụ cấp địa xa?","Theo Quyết định số 1733, giảng viên được thanh toán phụ cấp địa xa sau khi hoàn thành nhiệm vụ giảng dạy và nộp đầy đủ bảng điểm giữa kỳ, bảng điểm kết thúc môn học và hồ sơ môn học liên quan theo quy định.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Tiến sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Tiến sĩ là 4.5.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Thạc sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Thạc sĩ là 3.5.",thong_bao,chinh_sach
QD_1733,doi_tuong,"Theo Quyết định số 1733, các môn học giảng dạy bằng tiếng nước ngoài yêu cầu số lượng sinh viên tối thiểu là bao nhiêu?","Theo Quyết định số 1733, các môn học giảng dạy bằng tiếng nước ngoài yêu cầu số lượng sinh viên tối thiểu là 15 sinh viên.",thong_bao,chinh_sach
QD_1733,doi_tuong,"Theo Quyết định số 1733, đơn vị nào có trách nhiệm lập danh sách môn học giảng dạy bằng tiếng nước ngoài?","Theo Quyết định số 1733, các đơn vị căn cứ chương trình đào tạo để lập danh sách môn học giảng dạy bằng tiếng nước ngoài và trình Hiệu trưởng phê duyệt.",thong_bao,chinh_sach
QD_1733,dia_diem,Quyết định số 1733 của Trường Đại học Bình Dương có hiệu lực từ khi nào?,Quyết định số 1733 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký và áp dụng từ học kỳ 2 năm học 2023-2024.,thong_bao,chinh_sach
QD_1733,muc_dich,Những đơn vị nào chịu trách nhiệm thi hành Quyết định số 1733?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phân hiệu Trường Đại học Bình Dương tại Cà Mau và các đơn vị, cá nhân liên quan chịu trách nhiệm thi hành Quyết định số 1733.",thong_bao,chinh_sach
QD_1733,dia_diem,Quyết định số 1733 của Trường Đại học Bình Dương có áp dụng cho giảng viên giảng dạy các môn ngoại ngữ chuyên ngành không?,"Quyết định số 1733 của Trường Đại học Bình Dương áp dụng cho các môn giảng dạy bằng tiếng nước ngoài, bao gồm ngoại ngữ chuyên ngành, nhưng không áp dụng cho các ngành đào tạo ngoại ngữ.",thong_bao,chinh_sach
QD_1733,hoc_phi,"Theo Quyết định số 1733, học phí cho các học phần giảng dạy bằng tiếng nước ngoài được tính theo hệ số bao nhiêu?","Theo Quyết định số 1733, học phí cho các học phần giảng dạy bằng tiếng nước ngoài được tính theo hệ số 3.0.",thong_bao,chinh_sach
QD_1733,doi_tuong,"Theo Quyết định số 1733, nếu số lượng sinh viên đăng ký môn học bằng tiếng nước ngoài không đủ, đơn vị phải làm gì?","Nếu số lượng sinh viên đăng ký môn học bằng tiếng nước ngoài không đủ, đơn vị phải trình văn bản báo cáo về Phòng Quản lý đào tạo và Công tác sinh viên để tổng hợp và trình Hiệu trưởng xem xét quyết định.",thong_bao,chinh_sach
QD_1733,hoc_phi,"Theo Quyết định số 1733, phụ cấp địa xa được thanh toán kèm với khoản nào?","Theo Quyết định số 1733, phụ cấp địa xa được thanh toán cùng với thù lao giảng dạy.",thong_bao,chinh_sach
QD_1733,muc_dich,"Theo Quyết định số 1733, phụ cấp địa xa được tính theo số lượt như thế nào?","Theo Quyết định số 1733, phụ cấp địa xa được tính theo số lượt đi và về của giảng viên chính giảng.",thong_bao,chinh_sach
QD_1733,dia_diem,Quyết định số 1733 của Trường Đại học Bình Dương do ai ban hành?,Quyết định số 1733 của Trường Đại học Bình Dương do Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu ban hành.,thong_bao,chinh_sach
QD_2068,dia_diem,Quyết định số 2068 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Quyết định số 2068 của Trường Đại học Bình Dương được ban hành vào ngày 08 tháng 12 năm 2023.,yeu_cau,null
QD_2068,thoi_han_cuoi,Thời hạn áp dụng của quy định 2068 là trong khoảng thời gian nào?,Văn bản có hiệu lực từ ngày 08/12/2023 đến ngày 15/12/2023.,yeu_cau,null
QD_2068,dia_diem,Mục tiêu của Quyết định số 2068 của Trường Đại học Bình Dương là gì?,"Quyết định số 2068 của Trường Đại học Bình Dương nhằm cử cán bộ nhân viên, giảng viên cơ hữu đi công tác để tổ chức kiến tập doanh nghiệp và truyền lửa cho tân sinh viên khóa 26 ngành Công nghệ thông tin và Truyền lửa.",yeu_cau,null
QD_2068,muc_dich,Đoàn công tác tổ chức kiến tập doanh nghiệp thuộc Quyết định số 2068 có những ai?,"Đoàn công tác thuộc Quyết định số 2068 gồm: Ông Nguyễn Thanh Sơn, Ông Huỳnh Quang Đức, Ông Nguyễn Hồ Hải, Ông Nguyễn Hữu Quyền, Ông Nguyễn Quân và Ông Võ Vương Phúc.",yeu_cau,null
QD_2068,muc_dich,Ai là Trưởng đoàn trong chuyến công tác kiến tập doanh nghiệp của Quyết định số 2068?,"Ông Nguyễn Thanh Sơn – Phó Trưởng khoa, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo là Trưởng đoàn trong chuyến công tác kiến tập doanh nghiệp thuộc Quyết định số 2068.",yeu_cau,null
QD_2068,thoi_gian,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 kéo dài bao lâu và bắt đầu khi nào?,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 bắt đầu từ ngày 13 đến ngày 15/12/2023.,yeu_cau,null
QD_2068,dia_diem,Chuyến kiến tập doanh nghiệp theo Quyết định số 2068 được tổ chức ở đâu?,"Chuyến kiến tập doanh nghiệp theo Quyết định số 2068 được tổ chức tại Công ty Cổ phần Công nghệ Minh Trung, Công ty Cổ phần Công nghệ ATALINK, Viễn thông Bình Dương và Trung tâm Điều hành Thông minh Tỉnh Bình Dương.",yeu_cau,null
QD_2068,hoc_phi,Chi phí lưu trú cho chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 là bao nhiêu?,Chi phí lưu trú cho chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 là 2.700.000 đồng cho 06 người trong 03 ngày.,yeu_cau,null
QD_2068,doi_tuong,Ai chịu trách nhiệm hỗ trợ đưa đón đoàn công tác và sinh viên trong chuyến kiến tập doanh nghiệp theo Quyết định số 2068?,Bộ phận Quản trị thiết bị thuộc Phòng Tổng hợp chịu trách nhiệm hỗ trợ đưa đón đoàn công tác và sinh viên theo Quyết định số 2068.,yeu_cau,null
QD_2068,muc_dich,Ai là người chịu trách nhiệm báo cáo kết quả sau chuyến kiến tập doanh nghiệp theo Quyết định số 2068?,"Ông Nguyễn Thanh Sơn – Phó Trưởng khoa, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo chịu trách nhiệm báo cáo kết quả thực hiện sau chuyến kiến tập doanh nghiệp theo Quyết định số 2068.",yeu_cau,null
QD_2068,muc_dich,Ai ký ban hành Quyết định số 2068 ?,Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu ký ban hành Quyết định số 2068.,yeu_cau,null
QD_2068,dia_diem,Quyết định số 2068 của Trường Đại học Bình Dương có hiệu lực từ khi nào?,"Quyết định số 2068 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký, tức ngày 08 tháng 12 năm 2023.",yeu_cau,null
QD_2068,dia_diem,Những đơn vị nào có trách nhiệm thi hành Quyết định số 2068 của Trường Đại học Bình Dương?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Thanh tra - Pháp chế và Kiểm toán nội bộ, Phòng Quản lý đào tạo và Công tác sinh viên, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo và các nhân sự có tên trong quyết định chịu trách nhiệm thi hành Quyết định số 2068.",yeu_cau,null
QD_2068,muc_dich,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 có mục đích gì?,"Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 nhằm tạo điều kiện cho sinh viên ngành Công nghệ thông tin và Truyền lửa tiếp cận môi trường doanh nghiệp thực tế, học hỏi kinh nghiệm và được truyền cảm hứng từ các chuyên gia.",yeu_cau,null
QD_2068,muc_dich,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 giúp củng cố mối quan hệ giữa những đơn vị nào?,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 giúp củng cố mối quan hệ giữa Trường Đại học Bình Dương và các doanh nghiệp.,yeu_cau,null
QD_2068,muc_dich,Kế hoạch tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được lập dựa trên kế hoạch nào?,"Kế hoạch tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được lập dựa trên Kế hoạch số 135/KH-FIRA ngày 22 tháng 11 năm 2023 của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo.",yeu_cau,null
QD_2068,muc_dich,Việc đưa đón đoàn công tác kiến tập doanh nghiệp theo Quyết định số 2068 được thực hiện theo kế hoạch nào?,Việc đưa đón đoàn công tác kiến tập doanh nghiệp theo Quyết định số 2068 được thực hiện theo lịch trình được Hiệu trưởng phê duyệt tại Kế hoạch số 135/KH-FIRA ngày 22 tháng 11 năm 2023.,yeu_cau,null
QD_2068,muc_dich,Những ai có trách nhiệm thi hành Quyết định số 2068 ngoài các nhân sự được nêu tên trong Điều 1?,"Ngoài các nhân sự được nêu tên trong Điều 1, các đơn vị như Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Thanh tra - Pháp chế và Kiểm toán nội bộ, Phòng Quản lý đào tạo và Công tác sinh viên, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo có trách nhiệm thi hành Quyết định số 2068.",yeu_cau,null
QD_2068,dia_diem,Cơ sở pháp lý nào quy định chế độ công tác phí liên quan đến chuyến công tác theo Quyết định số 2068?,Cơ sở pháp lý quy định chế độ công tác phí liên quan đến chuyến công tác theo Quyết định số 2068 là Quyết định số 483/QĐ-ĐHBD ngày 26 tháng 5 năm 2022 của Hiệu trưởng Trường Đại học Bình Dương.,yeu_cau,null
QD_2068,doi_tuong,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được áp dụng cho sinh viên khóa nào?,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được áp dụng cho tân sinh viên khóa 26 ngành Công nghệ thông tin và Truyền lửa của Trường Đại học Bình Dương.,yeu_cau,null
QD_2185,thoi_han_cuoi,Thời hạn áp dụng của văn bản QD_2185 là trong khoảng thời gian nào?,Văn bản có hiệu lực từ ngày 16/10/2024 đến ngày 05/11/2024.,thong_bao,giang_vien
QD_2185,dia_diem,Quyết định số 2185 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Quyết định số 2185 của Trường Đại học Bình Dương được ban hành vào ngày 16 tháng 10 năm 2024.,thong_bao,giang_vien
QD_2185,dia_diem,Ai được cử đi công tác theo Quyết định số 2185 của Trường Đại học Bình Dương?,"Ông Trần Hữu Duật, giảng viên Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo được cử đi công tác theo Quyết định số 2185 của Trường Đại học Bình Dương.",thong_bao,giang_vien
QD_2185,QD_1940,Chuyến công tác của ông Trần Hữu Duật theo Quyết định số 2185 nhằm mục tiêu gì?,"Chuyến công tác của ông Trần Hữu Duật theo Quyết định số 2185 nhằm hỗ trợ Chương trình đào tạo, tập huấn và kết nối chuyên gia để phát triển các dự án khởi nghiệp đạt giải trong các cuộc thi sáng tạo và khởi nghiệp do Sở Khoa học và Công nghệ tỉnh Bình Dương tổ chức.",thong_bao,giang_vien
QD_2185,muc_dich,Nội dung tập huấn trong chuyến công tác theo Quyết định số 2185 tập trung vào lĩnh vực nào?,"Nội dung tập huấn trong chuyến công tác theo Quyết định số 2185 tập trung vào truyền thông thương hiệu số trên mạng xã hội, thực hành Marketing và bán hàng online trên nền tảng trực tuyến, và ứng dụng công nghệ trong quản lý, phát triển dự án khởi nghiệp.",thong_bao,giang_vien
QD_2185,thoi_gian,Chuyến công tác theo Quyết định số 2185 kéo dài bao lâu và diễn ra ở đâu?,"Chuyến công tác theo Quyết định số 2185 kéo dài 08 ngày, diễn ra tại 08 huyện và thành phố trên địa bàn tỉnh Bình Dương.",thong_bao,giang_vien
QD_2185,dia_diem,Những địa điểm nào được tổ chức tập huấn trong chuyến công tác theo Quyết định số 2185?,"Các địa điểm tổ chức tập huấn trong chuyến công tác theo Quyết định số 2185 gồm: Thành phố Thủ Dầu Một, Huyện Phú Giáo, Thành phố Thuận An, Thành phố Dĩ An, Huyện Bàu Bàng, Huyện Dầu Tiếng, Huyện Bắc Tân Uyên và Thành phố Tân Uyên.",thong_bao,giang_vien
QD_2185,muc_dich,"Theo Quyết định số 2185, ông Trần Hữu Duật có trách nhiệm gì sau khi kết thúc chuyến công tác?","Theo Quyết định số 2185, ông Trần Hữu Duật có trách nhiệm báo cáo kết quả công tác với Hiệu trưởng Trường Đại học Bình Dương sau khi kết thúc chuyến đi.",thong_bao,giang_vien
QD_2185,dia_diem,Quyết định số 2185 của Trường Đại học Bình Dương có hiệu lực từ thời điểm nào?,"Quyết định số 2185 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký, tức ngày 16 tháng 10 năm 2024.",thong_bao,giang_vien
QD_2185,dia_diem,Các đơn vị nào chịu trách nhiệm thực hiện Quyết định số 2185 của Trường Đại học Bình Dương?,"Các đơn vị chịu trách nhiệm thực hiện Quyết định số 2185 của Trường Đại học Bình Dương gồm: Phòng Tổng hợp, Phòng Tài chính – Kế toán, Phòng Thanh tra – Pháp chế và Kiểm toán nội bộ, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo, ông Trần Hữu Duật và các đơn vị, cá nhân có liên quan.",thong_bao,giang_vien
QD_2185,hoc_phi,Chi phí chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương được chi trả theo hình thức nào?,Chi phí chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương được thực hiện theo hình thức tự túc.,thong_bao,giang_vien
QD_2185,dia_diem,Ai là người đề xuất chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương?,"Ông Trần Hữu Duật, giảng viên Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo là người đề xuất chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương.",thong_bao,giang_vien
QD_2185,thoi_gian,Ngày nào trong chuyến công tác theo Quyết định số 2185 được tổ chức tại Thành phố Dĩ An?,"Ngày 29 tháng 10 năm 2024, chuyến công tác theo Quyết định số 2185 được tổ chức tại Thành phố Dĩ An.",thong_bao,giang_vien
QD_2185,dia_diem,Hội trường nào tại Thành phố Tân Uyên được sử dụng trong chuyến công tác theo Quyết định số 2185?,Hội trường A Khối MTTQ và Các đoàn thể Thành phố Tân Uyên được sử dụng trong chuyến công tác theo Quyết định số 2185.,thong_bao,giang_vien
QD_2185,dia_diem,Hội trường nào tại Huyện Phú Giáo được sử dụng trong chuyến công tác theo Quyết định số 2185?,Hội trường A Khối Vận Huyện Phú Giáo được sử dụng trong chuyến công tác theo Quyết định số 2185.,thong_bao,giang_vien
QD_2185,thoi_gian,Chuyến công tác theo Quyết định số 2185 có tổ chức tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An vào ngày nào?,Chuyến công tác theo Quyết định số 2185 được tổ chức tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An vào ngày 23 tháng 10 năm 2024.,thong_bao,giang_vien
QD_2185,thoi_gian,Ngày nào trong chuyến công tác theo Quyết định số 2185 được tổ chức tại Huyện Bắc Tân Uyên?,"Ngày 04 tháng 11 năm 2024, chuyến công tác theo Quyết định số 2185 được tổ chức tại Hội trường A - Huyện Bắc Tân Uyên.",thong_bao,giang_vien
QD_2185,dia_diem,"18/10/2024, địa điểm công tác của ông Trần Hữu Duật theo Quyết định số 2185 là ở đâu?","Vào ngày 18/10/2024, địa điểm công tác của ông Trần Hữu Duật theo Quyết định số 2185 là Trung tâm Sáng kiến cộng đồng và Hỗ trợ khởi nghiệp tại Thành phố Thủ Dầu Một.",thong_bao,giang_vien
QD_2185,dia_diem,"22/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 22/10/2024, ông Trần Hữu Duật công tác tại Hội trường A Khối Vận Huyện Phú Giáo theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"23/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 23/10/2024, ông Trần Hữu Duật công tác tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"29/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 29/10/2024, ông Trần Hữu Duật công tác tại Hội trường Trung tâm Văn hóa – Cộng Đồng Phường Đông Hòa, Thành phố Dĩ An theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"01/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 01/11/2024, ông Trần Hữu Duật công tác tại Hội trường Nhà công vụ Huyện Bàu Bàng theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"02/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 02/11/2024, ông Trần Hữu Duật công tác tại Trường THPT Dầu Tiếng, Huyện Dầu Tiếng theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"04/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 04/11/2024, ông Trần Hữu Duật công tác tại Hội trường A - Huyện Bắc Tân Uyên theo Quyết định số 2185.",thong_bao,giang_vien
QD_2185,dia_diem,"05/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 05/11/2024, ông Trần Hữu Duật công tác tại Hội trường A Khối MTTQ và Các đoàn thể Thành phố Tân Uyên theo Quyết định số 2185.",thong_bao,giang_vien
TB_972,thoi_han_cuoi,Thời hạn áp dụng của văn bản TB_972 là trong khoảng thời gian nào?,Văn bản có hiệu lực từ ngày 14/08/2024 đến ngày 05/09/2024.,yeu_cau,null
TB_972,muc_dich,Mục đích của Thông báo số 972/TB-ĐHBD là gì?,Mục đích của Thông báo số 972/TB-ĐHBD yêu cầu các đơn vị lập dự trù kế hoạch tài chính cho các hoạt động của đơn vị tại học kỳ 1 năm học 2024 - 2025 để Nhà trường có cơ sở hoạch định công tác chi tiêu và đầu tư cơ sở vật chất.,yeu_cau,null
TB_972,dia_diem,Thông báo số 972 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Thông báo số 972 của Trường Đại học Bình Dương được ban hành vào ngày 14 tháng 08 năm 2024.,yeu_cau,null
TB_972,thoi_han_cuoi,Thời hạn cuối cùng để các đơn vị lập dự trù kế hoạch tài chính cho tài khóa 1 năm 2024 - 2025 là khi nào?,Thời hạn cuối cùng để các đơn vị lập dự trù kế hoạch tài chính cho tài khóa 1 năm 2024 - 2025 là đến hết ngày 05/09/2024.,yeu_cau,null
TB_972,muc_dich,Các hoạt động liên quan đến công tác đào tạo của đơn vị cần lập dự trù tài chính bao gồm những nội dung gì?,"Các hoạt động liên quan đến công tác đào tạo của đơn vị cần lập dự trù tài chính bao gồm giảng dạy lý thuyết, thực hành, thực tập, thi kết thúc môn/học phần, chấm thi và tổ chức các Hội đồng.",yeu_cau,null
TB_972,hoc_phi,Chi phí dự trù cho các hoạt động đào tạo cần có những thông tin nào?,"Chi phí dự trù cho các hoạt động đào tạo cần bao gồm số môn học, tên môn học, tên giảng viên, học hàm - học vị, khóa lớp, số lượng sinh viên, số tiết và các hệ số khác nếu có.",yeu_cau,null
TB_972,doi_tuong,Người phụ trách nhận dự trù tài chính cho các hoạt động đào tạo là ai?,"Người phụ trách nhận dự trù tài chính cho các hoạt động đào tạo là Bà Lê Thanh Cẩm - Tổ trưởng Tổ Giáo vụ, Phòng Quản lý đào tạo và Công tác sinh viên.",yeu_cau,null
TB_972,muc_dich,Các hoạt động khác ngoài đào tạo cần lập dự trù tài chính bao gồm những gì?,"Các hoạt động khác ngoài đào tạo cần lập dự trù tài chính bao gồm mua sắm trang thiết bị, vật tư tiêu hao, thuê mướn cơ sở vật chất bên ngoài, thực tập, thí nghiệm, tham quan, kiến tập, văn phòng phẩm, nước uống, chi phí phong trào, chi phí hành chính, chi phí đối ngoại và các hoạt động khác nếu có.",yeu_cau,null
TB_972,dia_diem,Trường Đại học Bình Dương yêu cầu các đơn vị lập dự trù cho những nhóm hoạt động nào?,"Trường Đại học Bình Dương yêu cầu các đơn vị lập dự trù cho hai nhóm hoạt động: các hoạt động liên quan đến công tác đào tạo và các hoạt động mua sắm, phong trào, hành chính và hoạt động khác.",yeu_cau,null
TB_972,doi_tuong,Ai là người phụ trách nhận dự trù tài chính cho các hoạt động ngoài đào tạo?,"Người phụ trách nhận dự trù tài chính cho các hoạt động ngoài đào tạo là Bà Châu Thị Phượng Minh - Nhân viên, Phòng Tài chính - Kế toán.",yeu_cau,null
TB_972,hoc_phi,Các đơn vị cần lưu ý gì về chi phí phát sinh ngoài dự trù được duyệt?,Các đơn vị cần lưu ý rằng các khoản chi phí phát sinh không nằm trong dự trù kinh phí được duyệt sẽ căn cứ vào tình hình tài chính thực tế của Trường Đại học Bình Dương.,yeu_cau,null
TB_972,hoc_phi,Hậu quả của việc không gửi kế hoạch dự trù kinh phí đúng hạn là gì?,"Nếu đơn vị không gửi kế hoạch dự trù kinh phí của đơn vị tại học kỳ 1 năm học 2024 - 2025 trước ngày 05/09/2024, sẽ được xem như đơn vị đó không có nhu cầu sử dụng kinh phí.",yeu_cau,null
TB_972,dia_diem,"Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Tài chính - Kế toán có trách nhiệm gì trong công tác lập dự trù tài chính?","Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Tài chính - Kế toán có trách nhiệm tổng hợp các kế hoạch dự trù tài chính và trình báo cáo Hiệu trưởng Trường Đại học Bình Dương phê duyệt.",yeu_cau,null
